
ESTUDIANTE|NOMGRADO|GRUPO|PROMEDIO1|PROMEDIO2|PROMEDIO3|PROMEDIO4|PromedioFinal|PUESTO1|PUESTO2|PUESTO3|PUESTO4|PuestoFinal|SEXO|ViveCon|NUMHERMANO|FechaNacimiento|ESTADCIVIL|ESTRATO|Retirado|ANO|ViveconMadre|ViveconPadre|ViveconAmbos|ViveconOtros|Casados|Solteros|Separados|UnionLibre|Viudo|RetiradoCluster|numgrado|Edad|Hombre|Mujer
20101311  |SEXTO                    |07|34,455|33,273|37,091|33,091|34,545|18|18|11|26|17|M|Madre,Padre|2 |2003|union libre    |2|2018|2015|0|0|1|0|0|0|0|1|0|0|7|12|1|0
20101312  |PRIMERO                  |06|42,600|38,100|37,000|40,600|39,800|1|9|14|8|7|F|Madre,Padre|1 |2003|union libre    |2|0|2010|0|0|1|0|0|0|0|1|0|0|2|7|0|1
20101312  |SEXTO                    |06|34,455|34,727|36,000|35,636|35,091|15|19|14|18|15|F|Madre,Padre|1 |2003|union libre    |2|0|2017|0|0|1|0|0|0|0|1|0|0|7|14|0|1
20101316  |CUARTO                   |06|36,200|34,200|33,200|34,800|34,700|13|21|29|14|19|M|Madre,Padre|1 |2003|union libre    |2|0|2013|0|0|1|0|0|0|0|1|0|0|5|10|1|0
20101316  |DECIMO                   |02|33,500|32,833|33,083|35,083|33,750|24|19|27|27|22|M|Madre,Padre|1 |2003|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|11|16|1|0
20101316  |SEXTO                    |02|35,545|33,455|31,909|39,000|35,000|22|23|22|11|18|M|Madre,Padre|1 |2003|union libre    |2|0|2015|0|0|1|0|0|0|0|1|0|0|7|12|1|0
20101316  |UNDECIMO                 |04|38,000|36,917|38,833|37,917|,000|16|21|19|18|1|M|Madre,Padre|1 |2003|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|12|17|1|0
20101318  |SEPTIMO                  |07|39,000|41,909|42,455|41,727|41,364|7|4|5|3|4|F|Madre|1 |2004|separado(a)(os)|3|0|2016|1|0|0|0|0|0|1|0|0|0|8|12|0|1
20101319  |CUARTO                   |07|32,400|34,800|34,700|35,556|34,700|26|14|18|16|18|M|Madre|3 |2004|separado(a)(os)|2|0|2013|1|0|0|0|0|0|1|0|0|0|5|9|1|0
20101319  |NOVENO                   |01|34,083|34,667|31,917|32,500|33,417|23|19|24|19|22|M|Madre|3 |2004|separado(a)(os)|2|0|2019|1|0|0|0|0|0|1|0|0|0|10|15|1|0
20101319  |PRIMERO                  |06|35,200|34,700|34,700|37,700|35,700|25|25|22|16|23|M|Madre|3 |2004|separado(a)(os)|2|0|2010|1|0|0|0|0|0|1|0|0|0|2|6|1|0
20101320  |DECIMO                   |02|36,333|35,833|37,083|37,917|36,833|11|12|9|8|11|M|Madre,Padre|1 |2003|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|11|16|1|0
20101320  |NOVENO                   |05|36,417|38,250|40,250|40,583|38,917|9|6|3|3|6|M|Madre,Padre|1 |2003|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|10|15|1|0
20101320  |OCTAVO                   |07|37,000|38,667|38,167|38,667|38,167|9|8|8|7|8|M|Madre,Padre|1 |2003|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|9|14|1|0
20101320  |SEGUNDO                  |06|42,400|40,400|39,900|37,800|40,200|5|12|10|16|12|M|Madre,Padre|1 |2003|casado(a)(os)  |2|0|2011|0|0|1|0|1|0|0|0|0|0|3|8|1|0
20101322  |OCTAVO                   |02|34,000|35,083|31,750|34,500|33,917|15|15|22|17|18|M|Madre|3 |2004|separado(a)(os)|2|2020|2017|1|0|0|0|0|0|1|0|0|0|9|13|1|0
20101322  |TERCERO                  |06|40,000|37,400|36,800|36,600|37,900|3|10|13|16|9|M|Madre|3 |2004|separado(a)(os)|2|2020|2012|1|0|0|0|0|0|1|0|0|0|4|8|1|0
20101323  |CUARTO                   |06|31,500|32,100|31,800|30,600|31,600|20|23|23|27|26|F|No registra|0 |2004|no registra    |2|0|2014|0|0|0|0|0|0|0|0|0|0|5|10|0|1
20101323  |PRIMERO                  |06|39,800|38,200|33,900|35,800|37,000|9|8|26|21|19|F|No registra|0 |2004|no registra    |2|0|2010|0|0|0|0|0|0|0|0|0|0|2|6|0|1
20101324  |CUARTO                   |04|35,583|36,833|35,417|35,250|35,917|12|10|10|15|9|M|Madre,Padre|3 |2003|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|5|15|1|0
20101324  |NOVENO                   |05|33,000|33,750|33,917|36,667|34,583|21|24|17|11|20|M|Madre,Padre|3 |2003|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|10|16|1|0
20101324  |OCTAVO                   |07|35,583|36,833|35,417|35,250|35,917|12|10|10|15|9|M|Madre,Padre|3 |2003|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|9|15|1|0
20101324  |QUINTO                   |06|30,300|32,700|30,800|36,100|32,600|25|23|22|16|21|M|Madre,Padre|3 |2003|union libre    |2|0|2014|0|0|1|0|0|0|0|1|0|0|6|11|1|0
20101324  |QUINTO                   |06|37,000|37,800|40,900|39,600|39,100|11|8|5|7|6|M|Madre,Padre|3 |2003|union libre    |2|0|2015|0|0|1|0|0|0|0|1|0|0|6|12|1|0
20101326  |CUARTO                   |06|34,600|35,300|35,700|31,800|34,500|18|15|17|25|20|M|Padre|1 |2003|soltero(a)(os) |2|0|2013|0|1|0|0|0|1|0|0|0|0|5|10|1|0
20101326  |DECIMO                   |01|37,083|36,583|,000|37,167|,000|16|16|1|16|0|M|Padre|1 |2003|soltero(a)(os) |2|0|2021|0|1|0|0|0|1|0|0|0|0|11|18|1|0
20101326  |TERCERO                  |06|38,000|37,700|33,500|36,400|36,500|7|9|21|18|15|M|Padre|1 |2003|soltero(a)(os) |2|0|2012|0|1|0|0|0|1|0|0|0|0|4|9|1|0
20101327  |PRIMERO                  |06|39,300|36,100|38,500|40,600|38,700|11|18|7|8|14|M|Madre,Padre|2 |2002|union libre    |2|0|2010|0|0|1|0|0|0|0|1|0|0|2|8|1|0
20101327  |SEGUNDO                  |06|38,900|35,700|36,700|38,700|37,800|18|25|17|12|19|M|Madre,Padre|2 |2002|union libre    |2|0|2011|0|0|1|0|0|0|0|1|0|0|3|9|1|0
20101262  |SEGUNDO                  |01|31,545|36,182|33,727|35,818|34,455|35|36|31|31|29|M|Madre,Padre|1 |2004|union libre    |2|0|2012|0|0|1|0|0|0|0|1|0|0|3|8|1|0
20101262  |SEGUNDO                  |03|,000|37,200|36,636|40,091|38,000|0|20|17|16|21|M|Madre,Padre|1 |2004|union libre    |2|0|2013|0|0|1|0|0|0|0|1|0|0|3|9|1|0
20101263  |CUARTO                   |03|42,300|44,100|42,900|42,700|43,000|5|3|6|9|6|F|Madre|1 |2004|soltero(a)(os) |2|0|2015|1|0|0|0|0|1|0|0|0|0|5|11|0|1
20101263  |OCTAVO                   |03|38,000|38,333|35,500|36,167|36,917|11|6|16|14|13|F|Madre|1 |2004|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|9|14|0|1
20101265  |NOVENO                   |01|38,750|39,250|37,250|36,583|38,083|11|7|12|11|11|F|Madre,Padre|3 |2004|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|10|15|0|1
20101269  |SEPTIMO                  |03|35,636|38,545|38,636|36,545|37,455|17|13|13|18|13|F|Padre|1 |2004|union libre    |2|0|2017|0|1|0|0|0|0|0|1|0|0|8|13|0|1
20101269  |SEPTIMO                  |04|38,545|38,000|35,000|40,818|38,182|17|17|20|9|14|F|Padre|1 |2004|union libre    |2|0|2016|0|1|0|0|0|0|0|1|0|0|8|12|0|1
20101269  |SEXTO                    |01|38,545|38,000|35,000|40,818|38,182|17|17|20|9|14|F|Padre|1 |2004|union libre    |2|0|2016|0|1|0|0|0|0|0|1|0|0|7|12|0|1
20101270  |QUINTO                   |01|32,400|29,100|33,300|29,800|31,100|30|29|29|32|31|M|Madre,Padre|5 |2004|union libre    |2|0|2016|0|0|1|0|0|0|0|1|0|0|6|12|1|0
20101270  |QUINTO                   |01|37,700|34,600|35,300|36,300|36,000|13|25|22|17|21|M|Madre,Padre|5 |2004|union libre    |2|0|2017|0|0|1|0|0|0|0|1|0|0|6|13|1|0
20101270  |SEPTIMO                  |04|30,364|29,364|30,091|29,636|30,091|21|25|27|24|25|M|Madre,Padre|5 |2004|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|8|14|1|0
20101272  |NOVENO                   |02|36,750|39,750|34,583|35,083|36,583|17|9|15|23|17|F|Padre|2 |2004|casado(a)(os)  |2|0|2019|0|1|0|0|1|0|0|0|0|0|10|15|0|1
20101272  |UNDECIMO                 |01|37,917|36,250|,000|37,417|,000|17|20|1|14|0|F|Padre|2 |2004|casado(a)(os)  |2|0|2021|0|1|0|0|1|0|0|0|0|0|12|17|0|1
20101273  |OCTAVO                   |02|30,417|33,167|35,083|33,917|33,250|25|18|22|22|21|M|Madre,Padre|2 |2004|union libre    |2|2020|2018|0|0|1|0|0|0|0|1|0|0|9|14|1|0
20101274  |CUARTO                   |01|32,900|37,300|32,800|35,200|34,800|29|20|25|27|28|M|Madre|1 |2004|soltero(a)(os) |2|2019|2014|1|0|0|0|0|1|0|0|0|0|5|10|1|0
20101274  |SEPTIMO                  |02|27,818|29,364|28,700|32,818|30,000|31|33|29|28|28|M|Madre|1 |2004|soltero(a)(os) |2|2019|2017|1|0|0|0|0|1|0|0|0|0|8|13|1|0
20101277  |NOVENO                   |02|33,583|32,167|,000|33,167|,000|24|20|1|20|0|M|Madre,Padre|1 |2004|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|10|17|1|0
20101278  |NOVENO                   |02|36,750|41,583|35,333|37,667|38,000|17|7|14|13|14|F|Madre|1 |2004|soltero(a)(os) |2|0|2019|1|0|0|0|0|1|0|0|0|0|10|15|0|1
20101278  |PRIMERO                  |02|39,000|39,200|41,100|39,900|40,000|15|10|11|11|13|F|Madre|1 |2004|soltero(a)(os) |2|0|2011|1|0|0|0|0|1|0|0|0|0|2|7|0|1
20101280  |SEPTIMO                  |01|39,636|40,727|41,909|39,727|40,545|7|5|5|4|5|F|Padre|2 |2005|casado(a)(os)  |2|0|2017|0|1|0|0|1|0|0|0|0|0|8|12|0|1
20101263  |TERCERO                  |02|43,300|43,100|43,700|42,500|43,400|6|8|6|7|7|F|Madre|1 |2004|soltero(a)(os) |2|0|2013|1|0|0|0|0|1|0|0|0|0|4|9|0|1
20101265  |DECIMO                   |01|40,917|43,917|42,083|42,083|,000|9|5|10|9|1|F|Madre,Padre|3 |2004|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|11|16|0|1
20101266  |CUARTO                   |02|40,800|39,300|38,000|39,300|39,600|13|16|17|17|15|F|Padre|2 |2004|casado(a)(os)  |2|0|2014|0|1|0|0|1|0|0|0|0|0|5|10|0|1
20101266  |OCTAVO                   |01|32,083|30,000|34,000|32,500|32,333|23|25|20|21|26|F|Padre|2 |2004|casado(a)(os)  |2|0|2018|0|1|0|0|1|0|0|0|0|0|9|14|0|1
20101266  |SEPTIMO                  |03|34,000|38,182|36,364|36,545|36,273|21|15|19|18|14|F|Padre|2 |2004|casado(a)(os)  |2|0|2017|0|1|0|0|1|0|0|0|0|0|8|13|0|1
20101266  |TERCERO                  |02|41,500|42,500|38,800|40,100|40,900|13|10|19|13|15|F|Padre|2 |2004|casado(a)(os)  |2|0|2013|0|1|0|0|1|0|0|0|0|0|4|9|0|1
20101269  |OCTAVO                   |03|35,917|36,333|39,250|37,167|37,167|15|9|7|10|11|F|Padre|1 |2004|union libre    |2|0|2018|0|1|0|0|0|0|0|1|0|0|9|14|0|1
20101269  |PRIMERO                  |02|40,000|38,600|40,700|39,300|39,600|10|13|13|14|16|F|Padre|1 |2004|union libre    |2|0|2011|0|1|0|0|0|0|0|1|0|0|2|7|0|1
20101269  |QUINTO                   |03|42,900|42,600|42,000|42,600|42,600|4|5|6|5|4|F|Padre|1 |2004|union libre    |2|0|2015|0|1|0|0|0|0|0|1|0|0|6|11|0|1
20101270  |TERCERO                  |01|32,400|31,800|34,000|35,300|33,400|26|22|24|26|27|M|Madre,Padre|5 |2004|union libre    |2|0|2014|0|0|1|0|0|0|0|1|0|0|4|10|1|0
20101272  |OCTAVO                   |02|37,500|36,667|36,417|37,417|37,083|9|9|14|6|7|F|Padre|2 |2004|casado(a)(os)  |2|0|2018|0|1|0|0|1|0|0|0|0|0|9|14|0|1
20101272  |PRIMERO                  |02|39,400|39,000|41,500|38,500|39,600|12|11|7|19|16|F|Padre|2 |2004|casado(a)(os)  |2|0|2011|0|1|0|0|1|0|0|0|0|0|2|7|0|1
20101273  |PRIMERO                  |02|39,000|40,000|41,300|38,000|39,800|15|7|9|20|15|M|Madre,Padre|2 |2004|union libre    |2|2020|2011|0|0|1|0|0|0|0|1|0|0|2|7|1|0
20101273  |SEGUNDO                  |02|34,545|37,000|39,909|40,545|38,364|26|25|22|17|24|M|Madre,Padre|2 |2004|union libre    |2|2020|2012|0|0|1|0|0|0|0|1|0|0|3|8|1|0
20101273  |TERCERO                  |02|37,800|39,000|37,200|36,600|37,800|20|22|22|23|24|M|Madre,Padre|2 |2004|union libre    |2|2020|2013|0|0|1|0|0|0|0|1|0|0|4|9|1|0
20101274  |PRIMERO                  |01|45,600|45,100|45,500|45,900|45,700|14|13|9|11|12|M|Madre|1 |2004|soltero(a)(os) |2|2019|2011|1|0|0|0|0|1|0|0|0|0|2|7|1|0
20101274  |QUINTO                   |01|36,500|35,900|34,600|36,500|35,900|19|18|22|21|21|M|Madre|1 |2004|soltero(a)(os) |2|2019|2015|1|0|0|0|0|1|0|0|0|0|6|11|1|0
20101277  |CUARTO                   |02|38,200|38,400|40,600|40,200|39,500|19|19|15|17|18|M|Madre,Padre|1 |2004|union libre    |2|0|2015|0|0|1|0|0|0|0|1|0|0|5|11|1|0
20101277  |SEGUNDO                  |01|39,273|39,636|37,545|41,818|39,636|26|25|26|20|21|M|Madre,Padre|1 |2004|union libre    |2|0|2012|0|0|1|0|0|0|0|1|0|0|3|8|1|0
20101277  |TERCERO                  |01|35,200|34,900|35,900|33,400|35,000|29|26|24|30|28|M|Madre,Padre|1 |2004|union libre    |2|0|2013|0|0|1|0|0|0|0|1|0|0|4|9|1|0
20101278  |DECIMO                   |02|40,000|38,250|39,667|39,417|,000|12|8|14|13|1|F|Madre|1 |2004|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|11|16|0|1
20101278  |SEPTIMO                  |02|42,091|40,818|38,636|37,818|39,909|4|8|6|10|5|F|Madre|1 |2004|soltero(a)(os) |2|0|2017|1|0|0|0|0|1|0|0|0|0|8|13|0|1
20101234  |OCTAVO                   |03|34,667|32,833|34,417|31,917|33,583|13|22|19|19|20|M|Madre|2 |2004|separado(a)(os)|2|0|2019|1|0|0|0|0|0|1|0|0|0|9|15|1|0
20101234  |SEXTO                    |02|36,818|38,000|35,727|38,818|37,636|12|8|11|4|8|M|Madre|2 |2004|separado(a)(os)|2|0|2017|1|0|0|0|0|0|1|0|0|0|7|13|1|0
20101235  |OCTAVO                   |07|32,000|32,667|29,917|36,417|32,667|18|18|22|12|18|M|Padre|2 |2005|union libre    |2|2019|2018|0|1|0|0|0|0|0|1|0|0|9|13|1|0
20101235  |QUINTO                   |03|35,600|34,400|37,000|37,200|36,000|22|25|22|22|21|M|Padre|2 |2005|union libre    |2|2019|2015|0|1|0|0|0|0|0|1|0|0|6|10|1|0
20101235  |SEPTIMO                  |04|34,818|32,364|34,182|36,000|34,455|30|29|23|21|30|M|Padre|2 |2005|union libre    |2|2019|2016|0|1|0|0|0|0|0|1|0|0|8|11|1|0
20101235  |SEXTO                    |01|34,818|32,364|34,182|36,000|34,455|30|29|23|21|30|M|Padre|2 |2005|union libre    |2|2019|2016|0|1|0|0|0|0|0|1|0|0|7|11|1|0
20101236  |CUARTO                   |01|36,300|39,400|36,200|35,800|36,900|18|14|16|24|20|M|Madre|3 |2004|soltero(a)(os) |2|0|2014|1|0|0|0|0|1|0|0|0|0|5|10|1|0
20101236  |NOVENO                   |02|34,000|33,583|27,667|34,833|32,750|24|24|26|24|27|M|Madre|3 |2004|soltero(a)(os) |2|0|2019|1|0|0|0|0|1|0|0|0|0|10|15|1|0
20101236  |SEPTIMO                  |04|38,455|41,273|33,818|38,091|38,000|18|8|25|15|15|M|Madre|3 |2004|soltero(a)(os) |2|0|2016|1|0|0|0|0|1|0|0|0|0|8|12|1|0
20101236  |TERCERO                  |01|39,300|40,900|39,900|41,500|40,500|16|10|14|8|12|M|Madre|3 |2004|soltero(a)(os) |2|0|2013|1|0|0|0|0|1|0|0|0|0|4|9|1|0
20101237  |CUARTO                   |01|44,100|44,600|41,200|44,500|43,700|2|3|5|2|2|F|Padre|2 |2004|casado(a)(os)  |2|0|2014|0|1|0|0|1|0|0|0|0|0|5|10|0|1
20101237  |PRIMERO                  |01|48,900|50,000|50,000|49,900|49,900|4|1|1|1|1|F|Padre|2 |2004|casado(a)(os)  |2|0|2011|0|1|0|0|1|0|0|0|0|0|2|7|0|1
20101237  |SEXTO                    |01|43,364|42,364|43,091|43,909|43,273|3|4|4|4|4|F|Padre|2 |2004|casado(a)(os)  |2|0|2016|0|1|0|0|1|0|0|0|0|0|7|12|0|1
20101238  |SEXTO                    |02|40,273|38,091|32,182|38,182|37,182|11|15|27|19|18|M|Madre,Padre|1 |2004|union libre    |2|0|2016|0|0|1|0|0|0|0|1|0|0|7|12|1|0
20101243  |DECIMO                   |01|43,167|43,500|43,750|43,417|,000|4|7|5|5|1|F|Madre,Padre|1 |2004|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|11|16|0|1
20101243  |UNDECIMO                 |04|42,167|41,500|,000|42,250|,000|10|14|1|12|0|F|Madre,Padre|1 |2004|casado(a)(os)  |2|0|2021|0|0|1|0|1|0|0|0|0|0|12|17|0|1
20101244  |SEGUNDO                  |01|42,727|44,455|47,455|46,364|45,364|13|14|2|7|7|F|Madre,Padre|0 |2004|casado(a)(os)  |1|0|2012|0|0|1|0|1|0|0|0|0|0|3|8|0|1
20101245  |DECIMO                   |03|44,417|43,917|41,667|43,250|,000|3|3|8|6|1|F|Madre,Padre|1 |2004|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|11|16|0|1
20101245  |UNDECIMO                 |02|45,333|45,417|,000|45,667|,000|2|4|1|3|0|F|Madre,Padre|1 |2004|casado(a)(os)  |2|0|2021|0|0|1|0|1|0|0|0|0|0|12|17|0|1
20101246  |UNDECIMO                 |02|34,000|33,417|,000|34,083|,000|30|27|1|30|0|M|Madre,Padre|2 |2004|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|12|17|1|0
20101249  |SEGUNDO                  |01|40,545|38,909|38,364|37,545|38,727|19|27|22|29|24|M|Madre,Padre|1 |2004|union libre    |2|2018|2012|0|0|1|0|0|0|0|1|0|0|3|8|1|0
20101249  |SEXTO                    |02|32,727|30,182|31,909|29,091|31,000|25|25|21|25|23|M|Madre,Padre|1 |2004|union libre    |2|2018|2017|0|0|1|0|0|0|0|1|0|0|7|13|1|0
20101330  |QUINTO                   |06|29,100|31,700|31,400|32,600|31,400|28|25|20|25|23|M|Padre|2 |2002|union libre    |2|2020|2014|0|1|0|0|0|0|0|1|0|0|6|12|1|0
20101330  |SEGUNDO                  |06|40,800|42,100|41,600|40,700|41,500|10|7|6|7|7|M|Padre|2 |2002|union libre    |2|2020|2011|0|1|0|0|0|0|0|1|0|0|3|9|1|0
20101330  |SEPTIMO                  |07|33,091|31,545|28,727|28,727|30,818|24|23|25|24|24|M|Padre|2 |2002|union libre    |2|2020|2017|0|1|0|0|0|0|0|1|0|0|8|15|1|0
20101331  |OCTAVO                   |06|35,417|36,417|33,750|35,583|35,500|17|10|18|13|15|M|Madre,Padre|3 |2004|union libre    |3|0|2019|0|0|1|0|0|0|0|1|0|0|9|15|1|0
20101331  |PRIMERO                  |06|32,400|32,500|30,600|32,000|31,900|29|31|30|25|30|M|Madre,Padre|3 |2004|union libre    |3|0|2010|0|0|1|0|0|0|0|1|0|0|2|6|1|0
20101331  |PRIMERO                  |06|38,900|37,300|37,000|41,600|38,700|10|15|15|6|11|M|Madre,Padre|3 |2004|union libre    |3|0|2011|0|0|1|0|0|0|0|1|0|0|2|7|1|0
20101331  |QUINTO                   |06|36,600|36,900|38,400|38,900|37,800|15|12|13|13|13|M|Madre,Padre|3 |2004|union libre    |3|0|2016|0|0|1|0|0|0|0|1|0|0|6|12|1|0
20101331  |SEGUNDO                  |06|39,600|40,100|42,800|41,800|41,300|7|8|5|3|6|M|Madre,Padre|3 |2004|union libre    |3|0|2012|0|0|1|0|0|0|0|1|0|0|3|8|1|0
20101332  |CUARTO                   |02|37,400|36,300|36,100|36,200|36,600|22|24|30|30|26|M|Madre,Padre|2 |2003|union libre    |2|2020|2015|0|0|1|0|0|0|0|1|0|0|5|12|1|0
20101332  |SEGUNDO                  |07|36,600|30,500|31,900|31,400|32,700|25|23|32|33|30|M|Madre,Padre|2 |2003|union libre    |2|2020|2011|0|0|1|0|0|0|0|1|0|0|3|8|1|0
20101334  |DECIMO                   |02|31,917|32,000|33,250|37,167|33,667|29|24|26|13|23|M|Madre|1 |2003|separado(a)(os)|2|2020|2019|1|0|0|0|0|0|1|0|0|0|11|16|1|0
20101334  |SEPTIMO                  |06|37,636|39,182|38,455|36,000|37,818|4|5|5|6|6|M|Madre|1 |2003|separado(a)(os)|2|2020|2016|1|0|0|0|0|0|1|0|0|0|8|13|1|0
20101335  |NOVENO                   |01|31,583|36,167|32,917|33,500|,000|29|20|23|24|1|M|Madre,Padre|1 |2003|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|10|17|1|0
20101335  |TERCERO                  |07|34,333|34,333|30,444|29,889|32,444|22|20|26|26|21|M|Madre,Padre|1 |2003|union libre    |2|0|2012|0|0|1|0|0|0|0|1|0|0|4|9|1|0
20101341  |OCTAVO                   |07|23,143|,000|,000|,000|23,143|26|1|1|1|26|F|Madre,Padre|2 |2003|union libre    |2|2019|2019|0|0|1|0|0|0|0|1|0|1|9|16|0|1
20101341  |SEPTIMO                  |07|30,909|36,727|31,636|31,545|32,818|27|19|28|22|24|F|Madre,Padre|2 |2003|union libre    |2|2019|2016|0|0|1|0|0|0|0|1|0|0|8|13|0|1
20101341  |SEXTO                    |06|32,909|38,455|37,182|37,182|36,636|24|7|10|13|12|F|Madre,Padre|2 |2003|union libre    |2|2019|2015|0|0|1|0|0|0|0|1|0|0|7|12|0|1
20101342  |CUARTO                   |06|36,900|36,600|37,800|33,500|36,300|11|11|8|20|12|F|Padre|2 |2003|viudo(a)       |2|0|2013|0|1|0|0|0|0|0|0|1|0|5|10|0|1
20101342  |OCTAVO                   |07|35,500|35,083|32,667|36,500|35,083|12|17|19|11|15|F|Padre|2 |2003|viudo(a)       |2|0|2017|0|1|0|0|0|0|0|0|1|0|9|14|0|1
20101342  |PRIMERO                  |07|34,100|43,100|46,000|37,500|40,200|9|9|12|14|10|F|Padre|2 |2003|viudo(a)       |2|0|2010|0|1|0|0|0|0|0|0|1|0|2|7|0|1
20101342  |UNDECIMO                 |01|40,000|32,500|,000|36,417|,000|14|26|1|19|0|F|Padre|2 |2003|viudo(a)       |2|0|2021|0|1|0|0|0|0|0|0|1|0|12|18|0|1
20101344  |TERCERO                  |07|36,900|32,700|35,200|36,000|35,200|10|21|18|13|17|M|Madre,Padre|2 |2003|casado(a)(os)  |2|2016|2013|0|0|1|0|1|0|0|0|0|0|4|10|1|0
20101346  |QUINTO                   |07|39,900|36,100|37,100|37,700|37,800|8|19|14|13|13|M|Madre|3 |2003|soltero(a)(os) |2|0|2015|1|0|0|0|0|1|0|0|0|0|6|12|1|0
20101347  |QUINTO                   |06|36,100|34,000|33,800|34,200|34,700|19|24|25|27|24|F|Madre,Padre|2 |2003|soltero(a)(os) |2|0|2016|0|0|1|0|0|1|0|0|0|0|6|13|0|1
20101347  |SEXTO                    |06|30,273|37,000|10,000|,000|29,909|29|9|29|27|24|F|Madre,Padre|2 |2003|soltero(a)(os) |2|0|2018|0|0|1|0|0|1|0|0|0|0|7|15|0|1
20101349  |SEXTO                    |07|31,818|33,091|33,455|35,636|33,727|24|20|21|20|21|F|Madre|0 |2003|viudo(a)       |2|0|2015|1|0|0|0|0|0|0|0|1|0|7|12|0|1
20101281  |TERCERO                  |02|38,400|38,900|40,700|39,800|39,700|16|17|15|12|15|M|Madre,Padre|2 |2004|casado(a)(os)  |3|0|2015|0|0|1|0|1|0|0|0|0|0|4|11|1|0
20101283  |OCTAVO                   |01|27,000|29,917|30,000|35,833|30,750|33|26|26|13|27|M|Madre,Padre|2 |2004|viudo(a)       |2|0|2019|0|0|1|0|0|0|0|0|1|0|9|15|1|0
20101283  |PRIMERO                  |02|32,200|32,800|37,700|34,300|34,500|22|24|21|26|27|M|Madre,Padre|2 |2004|viudo(a)       |2|0|2011|0|0|1|0|0|0|0|0|1|0|2|7|1|0
20101284  |PRIMERO                  |02|41,100|39,600|38,700|39,100|39,600|9|20|21|20|19|M|Madre|1 |2004|separado(a)(os)|2|0|2012|1|0|0|0|0|0|1|0|0|0|2|8|1|0
20101284  |SEGUNDO                  |02|36,545|34,545|35,364|36,727|35,818|24|24|23|25|25|M|Madre|1 |2004|separado(a)(os)|2|0|2013|1|0|0|0|0|0|1|0|0|0|3|9|1|0
20101285  |CUARTO                   |03|38,400|34,400|34,700|35,000|35,800|14|22|21|24|22|M|Padre|3 |2004|separado(a)(os)|3|2016|2015|0|1|0|0|0|0|1|0|0|0|5|11|1|0
20101286  |SEGUNDO                  |03|33,600|35,600|38,700|39,500|37,000|22|22|18|17|21|M|Madre|2 |2004|soltero(a)(os) |2|2020|2015|1|0|0|0|0|1|0|0|0|0|3|11|1|0
20101287  |QUINTO                   |03|35,600|38,900|39,000|38,000|37,900|19|16|15|18|18|M|Madre,Padre|3 |2004|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|6|13|1|0
20101287  |SEGUNDO                  |01|34,545|39,300|40,909|37,455|38,091|25|16|11|20|21|M|Madre,Padre|3 |2004|casado(a)(os)  |2|0|2013|0|0|1|0|1|0|0|0|0|0|3|9|1|0
20101287  |SEGUNDO                  |03|42,273|41,091|41,273|41,818|41,727|14|14|16|21|18|M|Madre,Padre|3 |2004|casado(a)(os)  |2|0|2014|0|0|1|0|1|0|0|0|0|0|3|10|1|0
20101287  |TERCERO                  |03|37,300|37,300|42,000|40,200|39,300|19|20|10|15|16|M|Madre,Padre|3 |2004|casado(a)(os)  |2|0|2015|0|0|1|0|1|0|0|0|0|0|4|11|1|0
20101288  |SEPTIMO                  |03|35,909|34,636|29,727|33,455|,000|12|18|25|16|1|F|Madre,Padre|1 |2005|separado(a)(os)|2|0|2020|0|0|1|0|0|0|1|0|0|0|8|15|0|1
20101290  |DECIMO                   |01|44,917|46,333|46,833|46,000|,000|3|2|2|2|1|F|Madre,Padre|2 |2004|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|11|16|0|1
20101290  |OCTAVO                   |03|41,667|41,833|44,167|43,583|42,917|6|2|1|1|1|F|Madre,Padre|2 |2004|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|9|14|0|1
20101291  |DECIMO                   |01|42,500|43,750|42,417|42,833|,000|5|6|8|6|1|F|Madre,Padre|1 |2004|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|11|16|0|1
